Disease_Curie	Disease_Name	Gene_Curie	Gene_Name
ORPHANET:320396	Autosomal recessive spastic paraplegia type 45	ENSEMBL:ENSG00000076685	5'-nucleotidase, cytosolic II
ORPHANET:320411	Autosomal recessive spastic paraplegia type 56	ENSEMBL:ENSG00000155016	cytochrome P450 family 2 subfamily U member 1
ORPHANET:319547	Mendelian susceptibility to mycobacterial diseases due to complete IFNgammaR2 deficiency	ENSEMBL:ENSG00000159128	interferon gamma receptor 2
ORPHANET:319519	Combined oxidative phosphorylation defect type 14	ENSEMBL:ENSG00000145982	phenylalanyl-tRNA synthetase 2, mitochondrial
ORPHANET:319524	Combined oxidative phosphorylation defect type 15	ENSEMBL:ENSG00000103707	mitochondrial methionyl-tRNA formyltransferase
ORPHANET:319509	Combined oxidative phosphorylation defect type 9	ENSEMBL:ENSG00000114686	mitochondrial ribosomal protein L3
ORPHANET:319514	Combined oxidative phosphorylation defect type 13	ENSEMBL:ENSG00000138035	polyribonucleotide nucleotidyltransferase 1
ORPHANET:319589	Autosomal dominant mendelian susceptibility to mycobacterial diseases due to partial IFNgammaR2 deficiency	ENSEMBL:ENSG00000159128	interferon gamma receptor 2
ORPHANET:319595	Mendelian susceptibility to mycobacterial diseases due to partial STAT1 deficiency	ENSEMBL:ENSG00000115415	signal transducer and activator of transcription 1
ORPHANET:319574	Autosomal recessive mendelian susceptibility to mycobacterial diseases due to partial IFNgammaR2 deficiency	ENSEMBL:ENSG00000159128	interferon gamma receptor 2
ORPHANET:319581	Autosomal dominant mendelian susceptibility to mycobacterial diseases due to partial IFNgammaR1 deficiency	ENSEMBL:ENSG00000027697	interferon gamma receptor 1
ORPHANET:319563	Mendelian susceptibility to mycobacterial diseases due to complete ISG15 deficiency	ENSEMBL:ENSG00000187608	ISG15 ubiquitin like modifier
ORPHANET:319569	Autosomal recessive mendelian susceptibility to mycobacterial diseases due to partial IFNgammaR1 deficiency	ENSEMBL:ENSG00000027697	interferon gamma receptor 1
ORPHANET:319552	Mendelian susceptibility to mycobacterial diseases due to complete IL12RB1 deficiency	ENSEMBL:ENSG00000096996	interleukin 12 receptor subunit beta 1
ORPHANET:319558	Mendelian susceptibility to mycobacterial diseases due to complete IL12B deficiency	ENSEMBL:ENSG00000113302	interleukin 12B
ORPHANET:319651	Constitutional megaloblastic anemia with severe neurologic disease	ENSEMBL:ENSG00000228716	dihydrofolate reductase
ORPHANET:319646	PGM1-CDG	ENSEMBL:ENSG00000079739	phosphoglucomutase 1
ORPHANET:319640	Retinal macular dystrophy type 2	ENSEMBL:ENSG00000007062	prominin 1
ORPHANET:319635	Amyloidosis cutis dyschromia	ENSEMBL:ENSG00000136235	glycoprotein nmb
ORPHANET:319623	X-linked mendelian susceptibility to mycobacterial diseases due to CYBB deficiency	ENSEMBL:ENSG00000165168	cytochrome b-245 beta chain
ORPHANET:319612	X-linked mendelian susceptibility to mycobacterial diseases due to IKBKG deficiency	ENSEMBL:ENSG00000269335	inhibitor of nuclear factor kappa B kinase regulatory subunit gamma
ORPHANET:319600	Mendelian susceptibility to mycobacterial diseases due to partial IRF8 deficiency	ENSEMBL:ENSG00000140968	interferon regulatory factor 8
ORPHANET:319678	Encephalopathy-hypertrophic cardiomyopathy-renal tubular disease syndrome	ENSEMBL:ENSG00000088682	coenzyme Q9
ORPHANET:319675	Microcephalic primordial dwarfism, Dauber type	ENSEMBL:ENSG00000100503	ninein
ORPHANET:319671	Alazami syndrome	ENSEMBL:ENSG00000174720	La ribonucleoprotein 7, transcriptional regulator
ORPHANET:319303	Chromophobe renal cell carcinoma	ENSEMBL:ENSG00000135100	HNF1 homeobox A
ORPHANET:319332	Autosomal recessive myogenic arthrogryposis multiplex congenita	ENSEMBL:ENSG00000131018	spectrin repeat containing nuclear envelope protein 1
ORPHANET:319340	Carney complex-trismus-pseudocamptodactyly syndrome	ENSEMBL:ENSG00000133020	myosin heavy chain 8
ORPHANET:319480	Acute myeloid leukemia with CEBPA somatic mutations	ENSEMBL:ENSG00000245848	CCAAT enhancer binding protein alpha
ORPHANET:319504	Combined oxidative phosphorylation defect type 8	ENSEMBL:ENSG00000124608	alanyl-tRNA synthetase 2, mitochondrial
ORPHANET:319462	Inherited cancer-predisposing syndrome due to biallelic BRCA2 mutations	ENSEMBL:ENSG00000139618	BRCA2 DNA repair associated
ORPHANET:319199	Autosomal recessive spastic paraplegia type 53	ENSEMBL:ENSG00000155975	VPS37A subunit of ESCRT-I
ORPHANET:319160	Congenital myopathy with internal nuclei and atypical cores	ENSEMBL:ENSG00000162004	coiled-coil domain containing 78
ORPHANET:319189	Familial cortical myoclonus	ENSEMBL:ENSG00000140939	nucleolar protein 3
ORPHANET:319192	Diencephalic-mesencephalic junction dysplasia	ENSEMBL:ENSG00000113555	protocadherin 12
ORPHANET:319182	Wiedemann-Steiner syndrome	ENSEMBL:ENSG00000118058	lysine methyltransferase 2A
ORPHANET:317428	Combined immunodeficiency due to ORAI1 deficiency	ENSEMBL:ENSG00000276045	ORAI calcium release-activated calcium modulator 1
ORPHANET:317425	Severe combined immunodeficiency due to DNA-PKcs deficiency	ENSEMBL:ENSG00000253729	protein kinase, DNA-activated, catalytic subunit
ORPHANET:317430	Combined immunodeficiency due to STIM1 deficiency	ENSEMBL:ENSG00000167323	stromal interaction molecule 1
ORPHANET:317473	Pancytopenia due to IKZF1 mutations	ENSEMBL:ENSG00000185811	IKAROS family zinc finger 1
ORPHANET:317476	X-linked immunodeficiency with magnesium defect, Epstein-Barr virus infection and neoplasia	ENSEMBL:ENSG00000102158	magnesium transporter 1
ORPHANET:315311	Classic congenital adrenal hyperplasia due to 21-hydroxylase deficiency, simple virilizing form	ENSEMBL:ENSG00000231852	cytochrome P450 family 21 subfamily A member 2
ORPHANET:315306	Classic congenital adrenal hyperplasia due to 21-hydroxylase deficiency, salt wasting form	ENSEMBL:ENSG00000231852	cytochrome P450 family 21 subfamily A member 2
ORPHANET:314978	X-linked non progressive cerebellar ataxia	ENSEMBL:ENSG00000067842	ATPase plasma membrane Ca2+ transporting 3
ORPHANET:314918	Mild Canavan disease	ENSEMBL:ENSG00000108381	aspartoacylase
ORPHANET:314911	Severe Canavan disease	ENSEMBL:ENSG00000108381	aspartoacylase
ORPHANET:314667	TMEM165-CDG	ENSEMBL:ENSG00000134851	transmembrane protein 165
ORPHANET:314689	Combined immunodeficiency due to STK4 deficiency	ENSEMBL:ENSG00000101109	serine/threonine kinase 4
ORPHANET:314652	Variant ABeta2M amyloidosis	ENSEMBL:ENSG00000166710	beta-2-microglobulin
ORPHANET:314662	Segmental progressive overgrowth syndrome with fibroadipose hyperplasia	ENSEMBL:ENSG00000121879	phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit alpha
ORPHANET:314655	Severe neonatal hypotonia-seizures-encephalopathy syndrome due to 5q31.3 microdeletion	ENSEMBL:ENSG00000185129	purine rich element binding protein A
ORPHANET:314629	CLN11 disease	ENSEMBL:ENSG00000030582	granulin precursor
ORPHANET:314637	Mitochondrial hypertrophic cardiomyopathy with lactic acidosis due to MTO1 deficiency	ENSEMBL:ENSG00000135297	mitochondrial tRNA translation optimization 1
ORPHANET:314632	ATP13A2-related juvenile neuronal ceroid lipofuscinosis	ENSEMBL:ENSG00000159363	ATPase cation transporting 13A2
ORPHANET:314802	Short stature due to partial GHR deficiency	ENSEMBL:ENSG00000112964	growth hormone receptor
ORPHANET:314811	Short stature due to GHSR deficiency	ENSEMBL:ENSG00000121853	growth hormone secretagogue receptor
ORPHANET:314795	SHOX-related short stature	ENSEMBL:ENSG00000185960	short stature homeobox
ORPHANET:314718	Lethal arteriopathy syndrome due to fibulin-4 deficiency	ENSEMBL:ENSG00000172638	EGF containing fibulin extracellular matrix protein 2
ORPHANET:314721	Atypical dentin dysplasia due to SMOC2 deficiency	ENSEMBL:ENSG00000112562	SPARC related modular calcium binding 2
ORPHANET:370109	Ataxia-telangiectasia variant	ENSEMBL:ENSG00000149311	ATM serine/threonine kinase
ORPHANET:370097	Oculocutaneous albinism type 6	ENSEMBL:ENSG00000188467	solute carrier family 24 member 5
ORPHANET:370396	Small cell carcinoma of the ovary	ENSEMBL:ENSG00000127616	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 4
ORPHANET:370348	Peripheral primitive neuroectodermal tumor	ENSEMBL:ENSG00000151702	Fli-1 proto-oncogene, ETS transcription factor
ORPHANET:370022	Ataxia-intellectual disability-oculomotor apraxia-cerebellar cysts syndrome	ENSEMBL:ENSG00000101680	laminin subunit alpha 1
ORPHANET:370088	Acute infantile liver failure-multisystemic involvement syndrome	ENSEMBL:ENSG00000133706	leucyl-tRNA synthetase 1
ORPHANET:370997	Muscle-eye-brain disease with bilateral multicystic leucodystrophy	ENSEMBL:ENSG00000173402	dystroglycan 1
ORPHANET:370921	STT3A-CDG	ENSEMBL:ENSG00000134910	STT3 oligosaccharyltransferase complex catalytic subunit A
ORPHANET:370924	STT3B-CDG	ENSEMBL:ENSG00000163527	STT3 oligosaccharyltransferase complex catalytic subunit B
ORPHANET:370927	SSR4-CDG	ENSEMBL:ENSG00000180879	signal sequence receptor subunit 4
ORPHANET:370930	XYLT1-CDG	ENSEMBL:ENSG00000103489	xylosyltransferase 1
ORPHANET:370933	GM3 synthase deficiency	ENSEMBL:ENSG00000115525	ST3 beta-galactoside alpha-2,3-sialyltransferase 5
ORPHANET:370943	Autism spectrum disorder-epilepsy-arthrogryposis syndrome	ENSEMBL:ENSG00000117620	solute carrier family 35 member A3
ORPHANET:369929	Primary hyperaldosteronism-seizures-neurological abnormalities syndrome	ENSEMBL:ENSG00000157388	calcium voltage-gated channel subunit alpha1 D
ORPHANET:369920	Pontocerebellar hypoplasia type 9	ENSEMBL:ENSG00000116337	adenosine monophosphate deaminase 2
ORPHANET:369939	Severe motor and intellectual disabilities-sensorineural deafness-dystonia syndrome	ENSEMBL:ENSG00000185825	B cell receptor associated protein 31
ORPHANET:369955	Methylmalonic acidemia with homocystinuria, type cblJ	ENSEMBL:ENSG00000119688	ATP binding cassette subfamily D member 4
ORPHANET:369970	Microcornea-myopic chorioretinal atrophy-telecanthus syndrome	ENSEMBL:ENSG00000140873	ADAM metallopeptidase with thrombospondin type 1 motif 18
ORPHANET:369962	Methylmalonic acidemia with homocystinuria, type cblX	ENSEMBL:ENSG00000172534	host cell factor C1
ORPHANET:370002	Focal palmoplantar keratoderma with joint keratoses	ENSEMBL:ENSG00000134760	desmoglein 1
ORPHANET:369999	Diffuse palmoplantar keratoderma with painful fissures	ENSEMBL:ENSG00000134760	desmoglein 1
ORPHANET:369837	Intellectual disability-seizures-hypophosphatasia-ophthalmic-skeletal anomalies syndrome	ENSEMBL:ENSG00000124155	phosphatidylinositol glycan anchor biosynthesis class T
ORPHANET:369840	TRAPPC11-related limb-girdle muscular dystrophy R18	ENSEMBL:ENSG00000168538	trafficking protein particle complex subunit 11
ORPHANET:369847	Intellectual disability-hyperkinetic movement-truncal ataxia syndrome	ENSEMBL:ENSG00000168538	trafficking protein particle complex subunit 11
ORPHANET:369861	Congenital sideroblastic anemia-B-cell immunodeficiency-periodic fever-developmental delay syndrome	ENSEMBL:ENSG00000072756	tRNA nucleotidyl transferase 1
ORPHANET:369867	Autosomal recessive intermediate Charcot-Marie-Tooth disease type C	ENSEMBL:ENSG00000171680	pleckstrin homology and RhoGEF domain containing G5
ORPHANET:369873	Obesity due to SIM1 deficiency	ENSEMBL:ENSG00000112246	SIM bHLH transcription factor 1
ORPHANET:369891	Developmental delay-facial dysmorphism syndrome due to MED13L deficiency	ENSEMBL:ENSG00000123066	mediator complex subunit 13L
ORPHANET:369897	Mitochondrial DNA depletion syndrome, encephalomyopathic form with variable craniofacial anomalies	ENSEMBL:ENSG00000112234	F-box and leucine rich repeat protein 4
ORPHANET:369913	Combined oxidative phosphorylation defect type 17	ENSEMBL:ENSG00000006744	elaC ribonuclease Z 2
ORPHANET:364063	Infantile epileptic-dyskinetic encephalopathy	ENSEMBL:ENSG00000004848	aristaless related homeobox
ORPHANET:364043	ALK-positive large B-cell lymphoma	ENSEMBL:ENSG00000171094	ALK receptor tyrosine kinase
ORPHANET:364028	X-linked intellectual disability due to GRIA3 mutations	ENSEMBL:ENSG00000125675	glutamate ionotropic receptor AMPA type subunit 3
ORPHANET:1194	TMEM70-related mitochondrial encephalo-cardio-myopathy	ENSEMBL:ENSG00000175606	transmembrane protein 70
ORPHANET:363989	Familial benign flecked retina	ENSEMBL:ENSG00000127472	phospholipase A2 group V
ORPHANET:363981	Charcot-Marie-Tooth disease type 4B3	ENSEMBL:ENSG00000100241	SET binding factor 1
ORPHANET:363969	Autosomal recessive cerebral atrophy	ENSEMBL:ENSG00000137648	transmembrane serine protease 4
ORPHANET:363972	Noonan syndrome-like disorder with juvenile myelomonocytic leukemia	ENSEMBL:ENSG00000110395	Cbl proto-oncogene
ORPHANET:363965	Koolen-De Vries syndrome due to a point mutation	ENSEMBL:ENSG00000120071	KAT8 regulatory NSL complex subunit 1
ORPHANET:363958	17q21.31 microdeletion syndrome	ENSEMBL:ENSG00000120071	KAT8 regulatory NSL complex subunit 1
ORPHANET:363727	X-linked dyserythropoietic anemia with abnormal platelets and neutropenia	ENSEMBL:ENSG00000102145	GATA binding protein 1
ORPHANET:363722	Alexander disease type II	ENSEMBL:ENSG00000131095	glial fibrillary acidic protein
ORPHANET:363717	Alexander disease type I	ENSEMBL:ENSG00000131095	glial fibrillary acidic protein
ORPHANET:363700	Neurofibromatosis type 1 due to NF1 mutation or intragenic deletion	ENSEMBL:ENSG00000196712	neurofibromin 1
ORPHANET:363694	Hyperuricemia-pulmonary hypertension-renal failure-alkalosis syndrome	ENSEMBL:ENSG00000104835	seryl-tRNA synthetase 2, mitochondrial
ORPHANET:363686	Severe intellectual disability-poor language-strabismus-grimacing face-long fingers syndrome	ENSEMBL:ENSG00000143614	GATA zinc finger domain containing 2B
ORPHANET:363677	Childhood-onset autosomal recessive myopathy with external ophthalmoplegia	ENSEMBL:ENSG00000125414	myosin heavy chain 2
ORPHANET:363417	Temtamy preaxial brachydactyly syndrome	ENSEMBL:ENSG00000131873	chondroitin sulfate synthase 1
ORPHANET:363409	Fetal akinesia-cerebral and retinal hemorrhage syndrome	ENSEMBL:ENSG00000079805	dynamin 2
ORPHANET:363412	Hypomyelination with brain stem and spinal cord involvement and leg spasticity	ENSEMBL:ENSG00000115866	aspartyl-tRNA synthetase 1
ORPHANET:363432	Autosomal recessive congenital cerebellar ataxia due to GRID2 deficiency	ENSEMBL:ENSG00000152208	glutamate ionotropic receptor delta type subunit 2
ORPHANET:363424	Multiple mitochondrial dysfunctions syndrome type 3	ENSEMBL:ENSG00000181873	iron-sulfur cluster assembly factor IBA57
ORPHANET:363396	High myopia-sensorineural deafness syndrome	ENSEMBL:ENSG00000184564	SLIT and NTRK like family member 6
ORPHANET:363400	Severe neurodegenerative syndrome with lipodystrophy	ENSEMBL:ENSG00000168000	BSCL2 lipid droplet biogenesis associated, seipin
ORPHANET:363618	LMNA-related cardiocutaneous progeria syndrome	ENSEMBL:ENSG00000160789	lamin A/C
ORPHANET:363623	GMPPB-related limb-girdle muscular dystrophy R19	ENSEMBL:ENSG00000173540	GDP-mannose pyrophosphorylase B
ORPHANET:363649	Mandibular hypoplasia-deafness-progeroid features-lipodystrophy syndrome	ENSEMBL:ENSG00000062822	DNA polymerase delta 1, catalytic subunit
ORPHANET:363654	X-linked parkinsonism-spasticity syndrome	ENSEMBL:ENSG00000182220	ATPase H+ transporting accessory protein 2
ORPHANET:363665	Acroosteolysis-keloid-like lesions-premature aging syndrome	ENSEMBL:ENSG00000113721	platelet derived growth factor receptor beta
ORPHANET:363540	Leukoencephalopathy with mild cerebellar ataxia and white matter edema	ENSEMBL:ENSG00000114859	chloride voltage-gated channel 2
ORPHANET:363549	Acute encephalopathy with biphasic seizures and late reduced diffusion	ENSEMBL:ENSG00000128271	adenosine A2a receptor
ORPHANET:363611	CTCF-related neurodevelopmental disorder	ENSEMBL:ENSG00000102974	CCCTC-binding factor
ORPHANET:363523	Hypohidrosis-enamel hypoplasia-palmoplantar keratoderma-intellectual disability syndrome	ENSEMBL:ENSG00000133103	component of oligomeric golgi complex 6
ORPHANET:363534	Mitochondrial DNA depletion syndrome, hepatocerebrorenal form	ENSEMBL:ENSG00000107815	twinkle mtDNA helicase
ORPHANET:363528	Intellectual disability-strabismus syndrome	ENSEMBL:ENSG00000213638	adenosine deaminase tRNA specific 3
ORPHANET:363444	THOC6-related developmental delay-microcephaly-facial dysmorphism syndrome	ENSEMBL:ENSG00000131652	THO complex subunit 6
ORPHANET:363454	BICD2-related autosomal dominant childhood-onset proximal spinal muscular atrophy	ENSEMBL:ENSG00000185963	BICD cargo adaptor 2
ORPHANET:357329	Combined immunodeficiency due to IL21R deficiency	ENSEMBL:ENSG00000103522	interleukin 21 receptor
ORPHANET:357237	Severe combined immunodeficiency due to CARD11 deficiency	ENSEMBL:ENSG00000198286	caspase recruitment domain family member 11
ORPHANET:356978	D,L-2-hydroxyglutaric aciduria	ENSEMBL:ENSG00000100075	solute carrier family 25 member 1
ORPHANET:356961	SLC35A2-CDG	ENSEMBL:ENSG00000102100	solute carrier family 35 member A2
ORPHANET:357008	Hemolytic uremic syndrome with DGKE deficiency	ENSEMBL:ENSG00000153933	diacylglycerol kinase epsilon
ORPHANET:356996	ANK3-related intellectual disability-sleep disturbance syndrome	ENSEMBL:ENSG00000151150	ankyrin 3
ORPHANET:357043	Amyotrophic lateral sclerosis type 4	ENSEMBL:ENSG00000107290	senataxin
ORPHANET:357064	Autosomal recessive cutis laxa type 2B	ENSEMBL:ENSG00000183010	pyrroline-5-carboxylate reductase 1
ORPHANET:352654	Early-onset progressive neurodegeneration-blindness-ataxia-spasticity syndrome	ENSEMBL:ENSG00000154277	ubiquitin C-terminal hydrolase L1
ORPHANET:352662	Corneal intraepithelial dyskeratosis-palmoplantar hyperkeratosis-laryngeal dyskeratosis syndrome	ENSEMBL:ENSG00000091592	NLR family pyrin domain containing 1
ORPHANET:352641	Autosomal recessive cerebellar ataxia with late-onset spasticity	ENSEMBL:ENSG00000070610	glucosylceramidase beta 2
ORPHANET:352649	Brain dopamine-serotonin vesicular transport disease	ENSEMBL:ENSG00000165646	solute carrier family 18 member A2
ORPHANET:352596	Progressive myoclonic epilepsy with dystonia	ENSEMBL:ENSG00000162065	TBC1 domain family member 24
ORPHANET:352577	Bainbridge-Ropers syndrome	ENSEMBL:ENSG00000141431	ASXL transcriptional regulator 3
ORPHANET:352587	Focal epilepsy-intellectual disability-cerebro-cerebellar malformation	ENSEMBL:ENSG00000162065	TBC1 domain family member 24
ORPHANET:352734	Minimal pigment oculocutaneous albinism type 1	ENSEMBL:ENSG00000077498	tyrosinase
ORPHANET:352737	Temperature-sensitive oculocutaneous albinism type 1	ENSEMBL:ENSG00000077498	tyrosinase
ORPHANET:352709	CLN13 disease	ENSEMBL:ENSG00000174080	cathepsin F
ORPHANET:352712	Facial dysmorphism-immunodeficiency-livedo-short stature syndrome	ENSEMBL:ENSG00000177084	DNA polymerase epsilon, catalytic subunit
ORPHANET:352718	Progressive retinal dystrophy due to retinol transport defect	ENSEMBL:ENSG00000138207	retinol binding protein 4
